"","name","unique_id","birth_province","birth_prefecture","birth_county","birth_year","birth_month","rural","ethnicity","participated_long_march","CCP_member_before_1949","second_field","parent_military","parent_military_rank","parent_long_march","parent_CCP_pre_1949","parent_CCP_leader","parent_CCP_leader_highest_position","highest_education","education","college1_name","college1_year","college1_foreign","college1_major","college2_name","college2_year","college2_foreign","college2_major","graduate_degree_1","graduate_university_name_1","graduate_graduated_year_1","graduate_university_foreign_1","graduate_major_1","cc1","cc2","cc3","cc4","cc5","cc6","cc7","cc8","cc9","cc10","cc11","cc12","cc13","cc14","cc15","cc16","cc17","cc18","cc19","cmc","cmc_spells","cmc_first","cmc_last","yuanshuai_year","shangjiang_year","zhongjiang_year","combat","general","general_rank","cc_full_member","cc_full_alt_member","politburo_member","general_xi","general_hu","general_jiang","general_deng","cc_xi","cc_hu","cc_jiang","cc_deng","cmc_xi","cmc_hu","cmc_jiang","cmc_deng","deng.network","jiang.network","hu.network","xi.network","xi.network.alt","jiang.network.alt","hu.network.alt","cmc_chair_connection","cmc_chair_connection_alt","cmc_chair_connection_current","cmc_chair_connection_current_alt","combat_post_1949","college","postgrad","commissar","minority","cohort_decade","post_deng","general_year","first_year","last_year","year","xi.office","hu.office","jiang.office","deng.office","xi.varying","hu.varying","jiang.varying","deng.varying","xi.varying.alt","hu.varying.alt","jiang.varying.alt","cmc_connection_varying","cmc_connection_varying_alt","general_varying","age","foreign","foreign2","foreign2000","foreign2001","foreign2002","foreign2003","domestic","domestic2","domestic1990","domestic1991","domestic1992","domestic1993","domestic2012","domestic2013","domestic2014","domestic2015","education_level"
"1105-1991","陈明山","1105","山西","忻州市","原平市",1931,NA,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"中国人民解放军军事学院","","","高级系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,NA,1987,1994,"1991",0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,2
"1105-1992","陈明山","1105","山西","忻州市","原平市",1931,NA,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"中国人民解放军军事学院","","","高级系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,NA,1987,1994,"1992",0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2
"1105-1993","陈明山","1105","山西","忻州市","原平市",1931,NA,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"中国人民解放军军事学院","","","高级系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,NA,1987,1994,"1993",0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2
"1105-1994","陈明山","1105","山西","忻州市","原平市",1931,NA,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"中国人民解放军军事学院","","","高级系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,NA,1987,1994,"1994",0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1106-1996","陈显华","1106","山东","德州市","禹城县",1937,11,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"3",1,NA,1996,2001,"1996",0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1106-1997","陈显华","1106","山东","德州市","禹城县",1937,11,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"3",1,NA,1996,2001,"1997",0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1106-1998","陈显华","1106","山东","德州市","禹城县",1937,11,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"3",1,NA,1996,2001,"1998",0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1106-1999","陈显华","1106","山东","德州市","禹城县",1937,11,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"3",1,NA,1996,2001,"1999",0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1106-2000","陈显华","1106","山东","德州市","禹城县",1937,11,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"3",1,NA,1996,2001,"2000",0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"1106-2001","陈显华","1106","山东","德州市","禹城县",1937,11,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"3",1,NA,1996,2001,"2001",0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"1110-1993","陈潜","1110","江苏","无锡市","",NA,NA,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA,1993,1997,"1993",0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
"1110-1994","陈潜","1110","江苏","无锡市","",NA,NA,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA,1993,1997,"1994",0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1110-1995","陈潜","1110","江苏","无锡市","",NA,NA,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA,1993,1997,"1995",0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1110-1996","陈潜","1110","江苏","无锡市","",NA,NA,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA,1993,1997,"1996",0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1110-1997","陈潜","1110","江苏","无锡市","",NA,NA,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA,1993,1997,"1997",0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1111-1996","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"1996",0,0,1,0,0,0,0,0,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-1997","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"1997",0,0,1,0,0,0,0,0,0,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-1998","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"1998",0,0,1,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-1999","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"1999",0,0,1,0,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-2000","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2000",0,0,1,0,0,0,0,0,0,0,0,0,0,1,59,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2
"1111-2001","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2001",0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2
"1111-2002","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2002",0,0,1,0,0,0,0,0,0,0,0,0,0,1,61,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
"1111-2003","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2003",0,0,1,0,0,0,0,0,0,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-2004","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2004",0,1,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-2005","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2005",0,1,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-2006","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2006",0,1,0,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-2007","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2007",0,1,0,0,0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-2008","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2008",0,1,0,0,0,0,0,0,0,0,0,0,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-2009","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2009",0,1,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-2010","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2010",0,1,0,0,0,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-2011","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2011",0,1,0,0,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1111-2012","陈炳德","1111","江苏","南通市","",1941,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"军事学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,2106,2112,NA,NA,1,1,2004,2012,NA,2002,1995,"",1,1,1,1,0,NA,0,1,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,1996,1996,2012,"2012",1,0,0,0,0,0,0,0,0,0,0,0,0,1,71,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2
"1112-2012","陈照海","1112","湖北","","天门市",1949,1,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2014,"",0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,2012,2017,"2012",1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
"1112-2013","陈照海","1112","湖北","","天门市",1949,1,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2014,"",0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,2012,2017,"2013",1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1
"1112-2014","陈照海","1112","湖北","","天门市",1949,1,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2014,"",0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,2012,2017,"2014",1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1
"1112-2015","陈照海","1112","湖北","","天门市",1949,1,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2014,"",0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,2012,2017,"2015",1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1
"1112-2016","陈照海","1112","湖北","","天门市",1949,1,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2014,"",0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,2012,2017,"2016",1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1112-2017","陈照海","1112","湖北","","天门市",1949,1,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2014,"",0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,2012,2017,"2017",1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1114-1997","陈秀","1114","甘肃","庆阳市","",1940,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1998,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,1997,2003,"1997",0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1114-1998","陈秀","1114","甘肃","庆阳市","",1940,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1998,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,1997,2003,"1998",0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1114-1999","陈秀","1114","甘肃","庆阳市","",1940,7,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1998,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,1997,2003,"1999",0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
