"","name","unique_id","birth_province","birth_prefecture","birth_county","birth_year","birth_month","rural","ethnicity","participated_long_march","CCP_member_before_1949","second_field","parent_military","parent_military_rank","parent_long_march","parent_CCP_pre_1949","parent_CCP_leader","parent_CCP_leader_highest_position","highest_education","education","college1_name","college1_year","college1_foreign","college1_major","college2_name","college2_year","college2_foreign","college2_major","graduate_degree_1","graduate_university_name_1","graduate_graduated_year_1","graduate_university_foreign_1","graduate_major_1","cc1","cc2","cc3","cc4","cc5","cc6","cc7","cc8","cc9","cc10","cc11","cc12","cc13","cc14","cc15","cc16","cc17","cc18","cc19","cmc","cmc_spells","cmc_first","cmc_last","yuanshuai_year","shangjiang_year","zhongjiang_year","combat","general","general_rank","cc_full_member","cc_full_alt_member","politburo_member","general_xi","general_hu","general_jiang","general_deng","cc_xi","cc_hu","cc_jiang","cc_deng","cmc_xi","cmc_hu","cmc_jiang","cmc_deng","deng.network","jiang.network","hu.network","xi.network","xi.network.alt","jiang.network.alt","hu.network.alt","cmc_chair_connection","cmc_chair_connection_alt","cmc_chair_connection_current","cmc_chair_connection_current_alt","combat_post_1949","college","postgrad","commissar","minority","cohort_decade","post_deng","general_year","first_year","last_year","year","xi.office","hu.office","jiang.office","deng.office","xi.varying","hu.varying","jiang.varying","deng.varying","xi.varying.alt","hu.varying.alt","jiang.varying.alt","cmc_connection_varying","cmc_connection_varying_alt","general_varying","age","foreign","foreign2","foreign2000","foreign2001","foreign2002","foreign2003","domestic","domestic2","domestic1990","domestic1991","domestic1992","domestic1993","domestic2012","domestic2013","domestic2014","domestic2015","education_level"
"5-2014","丁来杭","5","浙江","杭州市","",1957,9,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"中国人民解放军空军指挥学院","","","政治","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,NA,NA,2019,2013,"",1,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"5",1,2017,2012,2017,"2014",1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,2
"5-2015","丁来杭","5","浙江","杭州市","",1957,9,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"中国人民解放军空军指挥学院","","","政治","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,NA,NA,2019,2013,"",1,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"5",1,2017,2012,2017,"2015",1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,2
"5-2016","丁来杭","5","浙江","杭州市","",1957,9,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"中国人民解放军空军指挥学院","","","政治","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,NA,NA,2019,2013,"",1,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"5",1,2017,2012,2017,"2016",1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"5-2017","丁来杭","5","浙江","杭州市","",1957,9,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"中国人民解放军空军指挥学院","","","政治","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,NA,NA,2019,2013,"",1,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"5",1,2017,2012,2017,"2017",1,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"7-2011","丁海春","7","湖南","益阳市","",1954,4,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","研究生",3,"","","","","","","","","","","",NA,"经济学",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2013,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"5",1,NA,2011,2017,"2011",0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"7-2012","丁海春","7","湖南","益阳市","",1954,4,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","研究生",3,"","","","","","","","","","","",NA,"经济学",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2013,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"5",1,NA,2011,2017,"2012",1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3
"7-2013","丁海春","7","湖南","益阳市","",1954,4,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","研究生",3,"","","","","","","","","","","",NA,"经济学",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2013,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"5",1,NA,2011,2017,"2013",1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,3
"7-2014","丁海春","7","湖南","益阳市","",1954,4,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","研究生",3,"","","","","","","","","","","",NA,"经济学",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2013,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"5",1,NA,2011,2017,"2014",1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,3
"7-2015","丁海春","7","湖南","益阳市","",1954,4,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","研究生",3,"","","","","","","","","","","",NA,"经济学",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2013,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"5",1,NA,2011,2017,"2015",1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,3
"7-2016","丁海春","7","湖南","益阳市","",1954,4,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","研究生",3,"","","","","","","","","","","",NA,"经济学",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2013,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"5",1,NA,2011,2017,"2016",1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"7-2017","丁海春","7","湖南","益阳市","",1954,4,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","研究生",3,"","","","","","","","","","","",NA,"经济学",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2013,"",0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"5",1,NA,2011,2017,"2017",1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9-2007","丁继业","9","山东","青岛市","",1949,8,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"军事经济学院","","","军队财务专业","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2009,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2007,2012,"2007",0,1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"9-2008","丁继业","9","山东","青岛市","",1949,8,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"军事经济学院","","","军队财务专业","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2009,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2007,2012,"2008",0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"9-2009","丁继业","9","山东","青岛市","",1949,8,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"军事经济学院","","","军队财务专业","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2009,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2007,2012,"2009",0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"9-2010","丁继业","9","山东","青岛市","",1949,8,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"军事经济学院","","","军队财务专业","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2009,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2007,2012,"2010",0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"9-2011","丁继业","9","山东","青岛市","",1949,8,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"军事经济学院","","","军队财务专业","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2009,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2007,2012,"2011",0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"9-2012","丁继业","9","山东","青岛市","",1949,8,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"军事经济学院","","","军队财务专业","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2009,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2007,2012,"2012",1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2
"10-1982","万海峰","10","河南","信阳市","光山县",1920,9,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大专",2,"南京军事学院","1954","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1988,NA,"Japan, Communist, Korean",1,1,1,1,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,NA,0,1,1,0,1,0,"2",1,1982,1982,1990,"1982",0,0,0,1,0,0,0,0,0,0,0,0,0,1,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"10-1983","万海峰","10","河南","信阳市","光山县",1920,9,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大专",2,"南京军事学院","1954","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1988,NA,"Japan, Communist, Korean",1,1,1,1,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,NA,0,1,1,0,1,0,"2",1,1982,1982,1990,"1983",0,0,0,1,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"10-1984","万海峰","10","河南","信阳市","光山县",1920,9,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大专",2,"南京军事学院","1954","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1988,NA,"Japan, Communist, Korean",1,1,1,1,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,NA,0,1,1,0,1,0,"2",1,1982,1982,1990,"1984",0,0,0,1,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"10-1985","万海峰","10","河南","信阳市","光山县",1920,9,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大专",2,"南京军事学院","1954","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1988,NA,"Japan, Communist, Korean",1,1,1,1,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,NA,0,1,1,0,1,0,"2",1,1982,1982,1990,"1985",0,0,0,1,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"10-1986","万海峰","10","河南","信阳市","光山县",1920,9,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大专",2,"南京军事学院","1954","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1988,NA,"Japan, Communist, Korean",1,1,1,1,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,NA,0,1,1,0,1,0,"2",1,1982,1982,1990,"1986",0,0,0,1,0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"10-1987","万海峰","10","河南","信阳市","光山县",1920,9,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大专",2,"南京军事学院","1954","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1988,NA,"Japan, Communist, Korean",1,1,1,1,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,NA,0,1,1,0,1,0,"2",1,1982,1982,1990,"1987",0,0,0,1,0,0,0,0,0,0,0,0,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"10-1988","万海峰","10","河南","信阳市","光山县",1920,9,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大专",2,"南京军事学院","1954","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1988,NA,"Japan, Communist, Korean",1,1,1,1,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,NA,0,1,1,0,1,0,"2",1,1982,1982,1990,"1988",0,0,0,1,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"10-1989","万海峰","10","河南","信阳市","光山县",1920,9,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大专",2,"南京军事学院","1954","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1988,NA,"Japan, Communist, Korean",1,1,1,1,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,NA,0,1,1,0,1,0,"2",1,1982,1982,1990,"1989",0,0,0,1,0,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"10-1990","万海峰","10","河南","信阳市","光山县",1920,9,1,"汉族",1,1,NA,NA,"",NA,NA,0,"","大专",2,"南京军事学院","1954","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1988,NA,"Japan, Communist, Korean",1,1,1,1,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,NA,0,1,1,0,1,0,"2",1,1982,1982,1990,"1990",0,0,1,0,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,2
"13-2000","么兴远","13","辽宁","沈阳市","",1941,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"海军学院","1981","","合成班","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1998,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2000,2004,"2000",0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2
"13-2001","么兴远","13","辽宁","沈阳市","",1941,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"海军学院","1981","","合成班","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1998,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2000,2004,"2001",0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2
"13-2002","么兴远","13","辽宁","沈阳市","",1941,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"海军学院","1981","","合成班","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1998,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2000,2004,"2002",0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
"13-2003","么兴远","13","辽宁","沈阳市","",1941,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"海军学院","1981","","合成班","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1998,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2000,2004,"2003",0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"13-2004","么兴远","13","辽宁","沈阳市","",1941,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"海军学院","1981","","合成班","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1998,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2000,2004,"2004",0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"14-1999","尹凤岐","14","山东","曲阜市","",1942,9,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"国防大学","2000","","国防科研系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2000,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1999,2005,"1999",0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"14-2000","尹凤岐","14","山东","曲阜市","",1942,9,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"国防大学","2000","","国防科研系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2000,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1999,2005,"2000",0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2
"14-2001","尹凤岐","14","山东","曲阜市","",1942,9,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"国防大学","2000","","国防科研系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2000,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1999,2005,"2001",0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2
"14-2002","尹凤岐","14","山东","曲阜市","",1942,9,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"国防大学","2000","","国防科研系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2000,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1999,2005,"2002",0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
"14-2003","尹凤岐","14","山东","曲阜市","",1942,9,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"国防大学","2000","","国防科研系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2000,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1999,2005,"2003",0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"14-2004","尹凤岐","14","山东","曲阜市","",1942,9,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"国防大学","2000","","国防科研系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2000,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1999,2005,"2004",0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"14-2005","尹凤岐","14","山东","曲阜市","",1942,9,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"国防大学","2000","","国防科研系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2000,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1999,2005,"2005",0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"15-2002","尹庆立","15","天津","天津市","",1945,11,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2003,"",0,0,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,"4",1,NA,2002,2008,"2002",0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
"15-2003","尹庆立","15","天津","天津市","",1945,11,0,"",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2003,"",0,0,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,"4",1,NA,2002,2008,"2003",0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
